activity_text,top_sdg,top_score,source_file
Rebates & Concessions The Whitsunday Regional Council granted a range of rebates and concessions for rates and charges financial year:,11,0.4548990168571472,QLD_Unknown_Urban_2025_alignment
"Mayor Ry Collins officially opened the event, welcoming attendees and introducing keynote speaker Anders Sörman-Nilsson, a futurist and innovation strategist As part of the program, students have participated in activities such as invasive weed removal and bollard installation, gaining hands-on skills in environmental management and infrastructure maintenance The event focused on key topics including digital transformation, artificial intelligence, sustainability, and the economic trends shaping the Whitsundays’ future",4,0.8981539011001587,QLD_Unknown_Urban_2025_alignment
"good asset management and sound rating practices Internal Auditors, Marsden (OCM) engaged with the CEO and Management on the Internal Audit function during the year and provided comprehensive oral and written reports to each Committee Meeting.",17,0.5634483695030212,QLD_Unknown_Urban_2025_alignment
"Local Housing Action Plan Council has adopted a Local Housing Action Plan (LHAP) in partnership with the Queensland Government and the Local Government Association of Queensland It proposes a principles-based framework that balances infrastructure capacity, environmental values, and planning objectives, while enabling a flexible and merit-based assessment pathway The LHAP identifies key priorities and actions to address the region’s housing needs, with a strong focus on collaboration between all levels of government, the private sector, and not-for-profit organisations",11,0.8330088672041892,QLD_Unknown_Urban_2025_alignment
"22 | Whitsunday Regional Council State of the Region Event Hands on Learning Program The 2025 State of the Region event was held on 27 March at the Proserpine Entertainment Centre, attracting a strong business and community turnout The Hands on Learning program, a partnership between Whitsunday Regional Council and Bowen State High School, provides students with practical, real-world experience while contributing to meaningful community projects",4,0.9988270699977876,QLD_Unknown_Urban_2025_alignment
All receivables are reviewed as at the reporting date and adequate allowance made for amounts the receipt of which is considered doubtful,10,0.485352519840002,SA_Unknown_Rural_2025_alignment
"LGA has been providing services since May 2025 and it was negotiated as a 12-month initial contract, which is working very well at this time; and has seen all financial reporting streamlined to a more user-friendly format",17,0.6777233878771465,SA_Unknown_Rural_2025_alignment
"Combined with the Maitland Family Centre opened in the previous financial year, Council has created 120 new childcare places for our community This was in direct response to calls from the community and is an increase from just 14-18 long daycare places that were previously available for the entire region",17,0.6378468374411266,SA_Unknown_Rural_2025_alignment
"Honeycomb currently support our website and provides adhoc design services as required With the changeover it has been identified that N&YLGA is currently holding a number of licences that are considered unnecessary, and I am working with them to streamline our operations in this regard",9,0.6563790236711502,SA_Unknown_Rural_2025_alignment
"Directors In relation to Local Government, the principles of competitive neutrality are designed to neutralise any net competitive advantage that a government or local government engaged in significant business activities would otherwise have, by virtue of its control by the government or local government, over private business operating in the same market",9,0.6563652241428694,SA_Unknown_Rural_2025_alignment
"Cat owners have been encouraged to register their cats into Dogs and Cats Online, (state dog and cat register) so that if their cat is detained, it can be returned as quickly as possible",15,0.6907980342706045,SA_Unknown_Rural_2025_alignment
"Vehicle access management at Daly Head Bush Camp, Gleesons’s Landing, and Len Barker Bush Camp The Grassroots Grant funded the removal of the declared weed Swamp Oak by contractor around patches of the important River Red Gums, with supporting in-kind works including:",15,0.9444437523682911,SA_Unknown_Rural_2025_alignment
"pump station 2 new odour vent installed, Pump stations 3 and 4 new level control, WWTP remote access system upgraded to 4G",7,0.8166054518024127,SA_Unknown_Rural_2025_alignment
Key Financial Ratios Council has adopted a set of key financial ratios in line with the targets set in its Long-Term Financial Plan and Annual Business Plan These financial ratios have been calculated in accordance with Information Paper 9,8,0.4645293225844701,SA_Unknown_Rural_2025_alignment
"I am currently reviewing and updating these policies, and they will be presented at forthcoming board meetings for review and ratification by the board",17,0.6848292549451193,SA_Unknown_Rural_2025_alignment
"Communications Plan I prepared and presented a Communications Plan for the N&YLGA which was endorsed at the June 2025 Board Meeting The plan was put together after reviewing the current website of N&YLGA, social media and general communications profile The emphasis of the plan going forward is to lift the profile of the association to ensure visibility to state and federal government agencies, and to be the point of attraction into the region for on-going engagement",17,0.9468113382657368,SA_Unknown_Rural_2025_alignment
